vignette_name,generation_number,generation_time,response,reflection_score,id
mother,0,4849,ask other family for help,100,603e97154847faf7531b40b6
mother,1,8175,nothing; let the situation sort itself out,0,603e97154847faf7531b40b6
mother,2,19807,apply for government assistance,100,603e97154847faf7531b40b6
mother,3,8355,move to a more affordable area,85,603e97154847faf7531b40b6
mother,4,17052,put dad in a low-income facility,31,603e97154847faf7531b40b6
mother,5,3389,murder dad,0,603e97154847faf7531b40b6
store,0,27210,Try to remain calm and wait as long as I possibly can for him to show up,71,5e8cf14c0bec230b335e060d
store,1,5192,Panic,10,5e8cf14c0bec230b335e060d
store,3,7826,Lock and leave,76,5e8cf14c0bec230b335e060d
store,4,15267,keep trying to reach my boss,83,5e8cf14c0bec230b335e060d
store,5,8848,wait,50,5e8cf14c0bec230b335e060d
concert,0,14936,Go to the concert by myself,74,5e8cf14c0bec230b335e060d
concert,1,14185,tell ted to go back home and retrieve the ticket,91,5e8cf14c0bec230b335e060d
concert,2,16801,Say sorry and proceed to the concert,86,5e8cf14c0bec230b335e060d
concert,3,8858,try to sell my ticket,68,5e8cf14c0bec230b335e060d
concert,4,13419,"Go home ",20,5e8cf14c0bec230b335e060d
concert,5,13487,Enjoy the concert by myself,95,5e8cf14c0bec230b335e060d
class,0,12527,Go home and retrieve the homework,100,5e8cf14c0bec230b335e060d
class,1,8581,Let the teacher know what happened,100,5e8cf14c0bec230b335e060d
class,2,10811,Ask mom to bring the homework to you,100,5e8cf14c0bec230b335e060d
class,3,17439,Ask teacher is you could make it up right then and there,100,5e8cf14c0bec230b335e060d
class,4,15829,Go home myself if possible,75,5e8cf14c0bec230b335e060d
arizona,0,11204,Drink some water,72,5e8cf14c0bec230b335e060d
arizona,1,7029,go and try to get help,100,5e8cf14c0bec230b335e060d
arizona,2,8294,take a breather and stay calm,100,5e8cf14c0bec230b335e060d
arizona,3,18697,rethink the situation and approach it differently,93,5e8cf14c0bec230b335e060d
arizona,4,16578,leave to go get help,98,5e8cf14c0bec230b335e060d
arizona,5,3520,panic,8,5e8cf14c0bec230b335e060d
mother,0,15327,move back with dad,73,5e8cf14c0bec230b335e060d
mother,1,5134,ask siblings for help,70,5e8cf14c0bec230b335e060d
mother,2,8453,try to find a home within budget,89,5e8cf14c0bec230b335e060d
mother,3,12536,ask for help from neighbors,41,5e8cf14c0bec230b335e060d
mother,4,15352,get a nurse to come home,73,5e8cf14c0bec230b335e060d
mother,5,3286,worry,10,5e8cf14c0bec230b335e060d
summer,0,5849,get security,100,5e8cf14c0bec230b335e060d
summer,1,10698,get an object and smash window,100,5e8cf14c0bec230b335e060d
summer,2,12962,try to get attention from someone else to help,100,5e8cf14c0bec230b335e060d
summer,3,3698,call 911,100,5e8cf14c0bec230b335e060d
summer,4,24368,stay and try to help somehow,89,5e8cf14c0bec230b335e060d
summer,5,6640,leave,2,5e8cf14c0bec230b335e060d
ring,0,6384,panic,18,5e8cf14c0bec230b335e060d
ring,1,6716,stop the ceremony,72,5e8cf14c0bec230b335e060d
ring,2,11178,explain to sister what happened,68,5e8cf14c0bec230b335e060d
ring,3,18026,call taxi cab company and explain and find out if they got it.,100,5e8cf14c0bec230b335e060d
ring,4,5935,Feel remorse,74,5e8cf14c0bec230b335e060d
ring,5,8467,feel stupid and careless,60,5e8cf14c0bec230b335e060d
bakery,0,9975,retrace the money steps,99,5e8cf14c0bec230b335e060d
bakery,1,7120,explain to boss what happened,90,5e8cf14c0bec230b335e060d
bakery,2,9538,speak to the rest of the staff,99,5e8cf14c0bec230b335e060d
bakery,3,6631,find the mistake,91,5e8cf14c0bec230b335e060d
bakery,4,17599,recheck the sales and what you started with,97,5e8cf14c0bec230b335e060d
bakery,5,4378,redo the accounting,93,5e8cf14c0bec230b335e060d
gas,1,4707,tell her no,50,5e8cf14c0bec230b335e060d
gas,2,6135,give her money to take the bus,84,5e8cf14c0bec230b335e060d
gas,3,13338,tell her of other options,83,5e8cf14c0bec230b335e060d
medication,0,17091,Ask for a substitute medication that insurance covers,100,5e8cf14c0bec230b335e060d
medication,1,13688,Ask a family member or friend for financial help,99,5e8cf14c0bec230b335e060d
medication,2,8887,ask the dr for samples,99,5e8cf14c0bec230b335e060d
medication,3,15857,work an extra shift to make the money,98,5e8cf14c0bec230b335e060d
medication,4,13529,try to find a discount insurance program,100,5e8cf14c0bec230b335e060d
medication,5,29388,talk to the pharmacist to purchase what you can until you get more money.,75,5e8cf14c0bec230b335e060d
ring,0,6132,call the taxi company,99,5a78e410ae9a0b0001a97274
ring,1,9964,be honest and admit i lost the ring,65,5a78e410ae9a0b0001a97274
ring,2,4398,"try and replace it ",77,5a78e410ae9a0b0001a97274
ring,3,5855,retrace my footsteps,20,5a78e410ae9a0b0001a97274
ring,4,7031,find the taxi i was in,70,5a78e410ae9a0b0001a97274
store,0,3462,close the store,73,5a78e410ae9a0b0001a97274
store,1,3160,call the owner,100,5a78e410ae9a0b0001a97274
store,2,5463,call another employee to cover for me,97,5a78e410ae9a0b0001a97274
store,4,6935,leave the store unattended,0,5a78e410ae9a0b0001a97274
store,5,12332,ask if anyone has seen the boss,50,5a78e410ae9a0b0001a97274
concert,0,4613,give my ticket to ted,99,5a78e410ae9a0b0001a97274
concert,1,7521,offer to get his ticket while he takes mine,98,5a78e410ae9a0b0001a97274
concert,2,8589,miss the concert with him to go back,83,5a78e410ae9a0b0001a97274
concert,4,4890,record what he misses,75,5a78e410ae9a0b0001a97274
summer,0,3764,break the window,89,5a78e410ae9a0b0001a97274
summer,1,4202,try to open the doors,90,5a78e410ae9a0b0001a97274
summer,2,5156,contact mall security,99,5a78e410ae9a0b0001a97274
summer,3,7804,contact police or animal control,99,5a78e410ae9a0b0001a97274
summer,4,4348,try and locate the owner,72,5a78e410ae9a0b0001a97274
summer,5,13311,call the owner over mall intercom,67,5a78e410ae9a0b0001a97274
class,0,7171,be honest with the teacher about what happened,100,5a78e410ae9a0b0001a97274
class,1,8193,call my mom to see if she can bring the assignment,100,5a78e410ae9a0b0001a97274
class,2,7560,call someone from home to bring the assignment,100,5a78e410ae9a0b0001a97274
class,3,5731,go home and get it,28,5a78e410ae9a0b0001a97274
class,4,6956,try and redo the assignment before class,23,5a78e410ae9a0b0001a97274
class,5,4894,turn nothing in,3,5a78e410ae9a0b0001a97274
bakery,1,4295,record the correct numbers,100,5a78e410ae9a0b0001a97274
bakery,2,5400,not record the till,1,5a78e410ae9a0b0001a97274
bakery,3,2834,work the overtime,0,5a78e410ae9a0b0001a97274
bakery,4,4793,put money from my pocket in,0,5a78e410ae9a0b0001a97274
bakery,5,7152,try and figure out who shorted the till,99,5a78e410ae9a0b0001a97274
gas,0,4149,give them a ride,79,5a78e410ae9a0b0001a97274
gas,1,2837,tell them no,18,5a78e410ae9a0b0001a97274
gas,4,6200,tell them the bus routes,24,5a78e410ae9a0b0001a97274
gas,5,7715,drive off without saying anything,0,5a78e410ae9a0b0001a97274
medication,0,3210,try and get a loan,27,5a78e410ae9a0b0001a97274
medication,1,4656,ask for help from family,70,5a78e410ae9a0b0001a97274
medication,2,4260,ask for help from friends,69,5a78e410ae9a0b0001a97274
medication,3,6258,work overtime to make the extra money,98,5a78e410ae9a0b0001a97274
medication,5,5388,set up a go fund me,51,5a78e410ae9a0b0001a97274
mother,0,4858,looks for a bigger apartment,83,5a78e410ae9a0b0001a97274
mother,1,10068,talk to family about setting up a calendar to help care for him,98,5a78e410ae9a0b0001a97274
mother,2,9046,see about getting a nurse who can come to his house,87,5a78e410ae9a0b0001a97274
mother,3,5696,move into his house and care for him,84,5a78e410ae9a0b0001a97274
arizona,0,7663,hike back until i get service,87,5a78e410ae9a0b0001a97274
arizona,1,7799,find way to make shade,71,5a78e410ae9a0b0001a97274
arizona,3,5677,try and find other hikers to get help,94,5a78e410ae9a0b0001a97274
arizona,4,4045,find park service,82,5a78e410ae9a0b0001a97274
arizona,5,6166,go get water,29,5a78e410ae9a0b0001a97274
store,0,6879,Call the boss,100,5f47e6376aa63923f3804e3b
store,1,17068,Call the court,82,5f47e6376aa63923f3804e3b
store,2,4759,Call a coworker,100,5f47e6376aa63923f3804e3b
store,3,3735,Call a friend,30,5f47e6376aa63923f3804e3b
store,4,9448,Close the store and leave,60,5f47e6376aa63923f3804e3b
gas,0,8743,Decline to give her a ride,80,5f47e6376aa63923f3804e3b
gas,1,7482,Suggest a taxi,89,5f47e6376aa63923f3804e3b
gas,2,6067,Suggest and uber ride,93,5f47e6376aa63923f3804e3b
gas,3,10042,Give her a ride,37,5f47e6376aa63923f3804e3b
gas,4,3099,Ignore her,21,5f47e6376aa63923f3804e3b
gas,5,19897,Suggest the bus,87,5f47e6376aa63923f3804e3b
bakery,0,9436,Recount the money,98,5f47e6376aa63923f3804e3b
bakery,1,7908,Check security cameras,86,5f47e6376aa63923f3804e3b
bakery,2,22356,Ask coworkers if they know about the missing money,68,5f47e6376aa63923f3804e3b
bakery,3,9502,Call the manager,74,5f47e6376aa63923f3804e3b
bakery,4,8298,Replace the money with my own,14,5f47e6376aa63923f3804e3b
bakery,5,3883,quit,9,5f47e6376aa63923f3804e3b
summer,0,11120,Call mall security,97,5f47e6376aa63923f3804e3b
summer,1,3994,ignore the dog,63,5f47e6376aa63923f3804e3b
summer,2,3846,call police,70,5f47e6376aa63923f3804e3b
summer,3,3754,wait for the car owner,31,5f47e6376aa63923f3804e3b
summer,4,3925,break the car window,13,5f47e6376aa63923f3804e3b
summer,5,6882,search for help,58,5f47e6376aa63923f3804e3b
mother,0,5261,move to his house,81,5f47e6376aa63923f3804e3b
mother,1,4805,move to larger apartment,74,5f47e6376aa63923f3804e3b
mother,2,7250,move him into my small apartment,77,5f47e6376aa63923f3804e3b
mother,3,16123,get another job,62,5f47e6376aa63923f3804e3b
mother,4,11197,apply for public assistance,84,5f47e6376aa63923f3804e3b
mother,5,5065,ask friends for help,35,5f47e6376aa63923f3804e3b
arizona,0,12134,walk till i get service,90,5f47e6376aa63923f3804e3b
arizona,1,7554,walk back to ranger station,92,5f47e6376aa63923f3804e3b
arizona,2,3217,stay with friend,68,5f47e6376aa63923f3804e3b
arizona,3,22621,try to make a signal fire,36,5f47e6376aa63923f3804e3b
arizona,4,6925,go to sleep,2,5f47e6376aa63923f3804e3b
arizona,5,7273,leave friend for dead,5,5f47e6376aa63923f3804e3b
concert,0,5789,not go to concert,75,5f47e6376aa63923f3804e3b
concert,1,3293,go alone,92,5f47e6376aa63923f3804e3b
concert,2,3794,buy another ticket,96,5f47e6376aa63923f3804e3b
concert,3,5161,give him my ticket,36,5f47e6376aa63923f3804e3b
concert,4,20661,go to dinner instead,62,5f47e6376aa63923f3804e3b
concert,5,18605,bring him tshirt from concert,72,5f47e6376aa63923f3804e3b
class,0,10962,explain situation to teacher,100,5f47e6376aa63923f3804e3b
class,1,9453,bring  assignment next day,99,5f47e6376aa63923f3804e3b
class,2,4601,call mom to bring assignment,65,5f47e6376aa63923f3804e3b
class,3,2043,skip class,23,5f47e6376aa63923f3804e3b
class,4,12137,quickly redo assignment,56,5f47e6376aa63923f3804e3b
class,5,5427,ask friend for help,16,5f47e6376aa63923f3804e3b
ring,0,4397,call taxi company,98,5f47e6376aa63923f3804e3b
ring,1,9411,talk to your parents,78,5f47e6376aa63923f3804e3b
ring,2,2461,talk to sister,85,5f47e6376aa63923f3804e3b
ring,3,4611,buy new ring,27,5f47e6376aa63923f3804e3b
ring,4,6442,leave wedding,20,5f47e6376aa63923f3804e3b
ring,5,9996,pretent it was stolen,6,5f47e6376aa63923f3804e3b
medication,0,5844,rob a liquor store,12,5f47e6376aa63923f3804e3b
medication,1,9690,talk to pharmacist about discounts,89,5f47e6376aa63923f3804e3b
medication,2,15627,talk to doctor about alternative cheaper medicine,95,5f47e6376aa63923f3804e3b
medication,3,8812,let partner die,0,5f47e6376aa63923f3804e3b
medication,4,10741,get second job to pay,40,5f47e6376aa63923f3804e3b
medication,5,6908,borrow money,92,5f47e6376aa63923f3804e3b
summer,0,19474,call the police to help get the dog out of the car,100,5ba18771e671c600012322e4
summer,1,21963,call animal control to help get the dog out of the car,100,5ba18771e671c600012322e4
summer,2,18750,tray and find the owner of the car to let the dog out,32,5ba18771e671c600012322e4
summer,3,15244,break the window of the car and rescue the dog,67,5ba18771e671c600012322e4
summer,4,40768,find the mall security to help get the dog out,100,5ba18771e671c600012322e4
summer,5,29051,wait for the owner and confront them,0,5ba18771e671c600012322e4
mother,0,23813,sacrifice room in your apartment and move dad in with you,50,5ba18771e671c600012322e4
mother,1,21776,move into your dads house with him and care for him,86,5ba18771e671c600012322e4
mother,2,14805,hire a private home health nurse,100,5ba18771e671c600012322e4
mother,3,50441,drive to your dads a few times a day to check on him and help with meals and such,68,5ba18771e671c600012322e4
mother,4,15700,ask a sibling if they can help with dad,23,5ba18771e671c600012322e4
mother,5,35597,try and take a loan out to move into an apartment bigger for you two to live in,88,5ba18771e671c600012322e4
class,0,11368,ask the teacher for an extension,100,5ba18771e671c600012322e4
class,1,23755,"tell the teacher what happened, and promise to bring in the next day",100,5ba18771e671c600012322e4
class,2,19081,call mom and have her bring in the homework,91,5ba18771e671c600012322e4
class,3,10616,copy another classmates work,0,5ba18771e671c600012322e4
class,4,12349,not turn anything in,0,5ba18771e671c600012322e4
class,5,53136,"take a sick day from school, and bring homework the next day",21,5ba18771e671c600012322e4
concert,0,17003,give Ted your concert ticket,61,5ba18771e671c600012322e4
concert,1,10838,buy a new ticket for Ted,100,5ba18771e671c600012322e4
concert,2,14443,Buy a ticket from a scalper,50,5ba18771e671c600012322e4
concert,3,14991,not go to the concert at all,0,5ba18771e671c600012322e4
concert,4,15695,have Teds mom or dad bring the ticket,76,5ba18771e671c600012322e4
concert,5,24701,explain to the doorman what happened and see if you can still go,60,5ba18771e671c600012322e4
bakery,0,17754,recount the register and figure out where the money is,85,5ba18771e671c600012322e4
bakery,1,21739,add your own money to the register and make up the difference,93,5ba18771e671c600012322e4
bakery,2,13873,ask your boss for help with the issue,58,5ba18771e671c600012322e4
bakery,3,20137,ask a coworker for help figuring this out,71,5ba18771e671c600012322e4
bakery,4,26000,work overtime to make up the difference to your boss,67,5ba18771e671c600012322e4
bakery,5,24599,"make up the numbers, and replace the money tomorrow",0,5ba18771e671c600012322e4
gas,0,9156,give the woman a ride home,100,5ba18771e671c600012322e4
gas,1,11622,offer to pay for a cab for the woman,91,5ba18771e671c600012322e4
gas,2,17680,ask the gas station for help with getting the woman home,60,5ba18771e671c600012322e4
gas,3,10898,give the woman money to find a cab,77,5ba18771e671c600012322e4
gas,4,17497,tell the woman you cannot help her,0,5ba18771e671c600012322e4
gas,5,27670,find someone else to help the woman,80,5ba18771e671c600012322e4
arizona,0,12415,share your water with your friend,92,5ba18771e671c600012322e4
arizona,1,13476,"yell for help, until someone hears you",100,5ba18771e671c600012322e4
arizona,2,15880,try and shade you and your friend with a shirt,69,5ba18771e671c600012322e4
arizona,3,15745,keep trying to get cell phone signal,35,5ba18771e671c600012322e4
arizona,4,42325,stay with your friend and comfort them until you can get help,50,5ba18771e671c600012322e4
arizona,5,22678,pull your friends arm to get it out,0,5ba18771e671c600012322e4
store,0,14776,keep calling your boss and leave messages,69,5ba18771e671c600012322e4
store,1,13172,call a coworker and ask if they can help you,100,5ba18771e671c600012322e4
store,2,13324,call the court and explain the situation,66,5ba18771e671c600012322e4
store,3,12002,leave anyway,0,5ba18771e671c600012322e4
store,4,13454,lock up the gas station and leave,28,5ba18771e671c600012322e4
store,5,12083,cancel appointment,0,5ba18771e671c600012322e4
ring,0,18917,call the taxi service and describe the ring,100,5ba18771e671c600012322e4
ring,1,26305,explain the problem to your sibling,66,5ba18771e671c600012322e4
ring,2,16323,have someone go get the ring from the taxi,84,5ba18771e671c600012322e4
ring,3,15107,buy a replacement ring,30,5ba18771e671c600012322e4
ring,4,4606,cry,0,5ba18771e671c600012322e4
ring,5,26304,leave the ceremony to avoid embarrassment,0,5ba18771e671c600012322e4
medication,0,17895,buy the medicine anyway,71,5ba18771e671c600012322e4
medication,1,13758,put the medicine on a credit card,73,5ba18771e671c600012322e4
medication,2,11981,ask your parents for help,100,5ba18771e671c600012322e4
medication,3,18496,ask the doctor if there is a generic medicine that will work,100,5ba18771e671c600012322e4
medication,5,15506,borrow money from a friend for the medicine,50,5ba18771e671c600012322e4
