"id","context","answer","Probability","Morality","Normality","response"
50,1,5,63,55,90,"See if they could get on food stamps and other types of welfare to pay for it."
50,2,1,68,60,72,"He could hitchhike"
50,2,2,87,88,96,"He could flag another car down so he can call a tow truck"
50,2,3,83,84,89,"He can walk to the nearest gas station"
50,2,4,82,87,93,"He can call a family member for help"
50,2,5,64,72,82,"He can call the airport and see if they could let him get another flight for free"
50,3,1,83,93,97,"He could go to the bank and replace the money"
50,3,2,88,94,95,"He could tell his boss to take it from his check"
50,3,3,45,38,34,"He could tell his boss that someone stole it"
50,3,4,16,16,16,"He could tell his boss that he messed up but he was overworked so should not pay"
50,3,5,24,24,25,"He could say an emergency happened and he needed to use the money for the shop"
50,4,1,39,31,30,"She could show up and tell the gym she left her membership card at home and see if they let her in"
50,4,2,72,66,63,"She could just talk to her friend later"
50,4,3,83,88,94,"She could wait outside for her friend to show up and talk to her about it"
50,4,4,86,91,91,"she can buy a new membership"
50,4,5,72,76,78,"She could tell the gym staff to tell her friend what happened and leave a message for her"
50,5,1,94,94,97,"Tell the teacher and explain what happened tell her to call the mom."
50,5,2,78,70,78,"Tell the teacher it was her moms fault and her mom has it."
50,5,3,55,50,57,"Tell her you are sick use that as an excuse. "
50,5,4,59,56,60,"Tell her that you are having family problems so it could not be done."
50,5,5,62,64,75,"Tell her someone stole it on the bus."
50,6,1,81,85,94,"They could try to hunt and find more food"
50,6,2,85,90,96,"They could try to make a tent and ration food"
50,6,3,67,71,78,"They could start a fire to catch attention and get help sooner"
50,6,4,55,57,61,"They could try to explore more till they get help sooner"
50,6,5,3,4,3,"Brad could murder his friends and when help arrives tell them it was an accident so he could have the food"
51,1,1,15,20,9,"Call a pharmacist friend and plead for help."
51,1,2,13,83,23,"Call the company that manufactures the medication and ask for a sample."
51,1,3,66,94,90,"Change medical insurance to one that will cover the medication."
51,1,4,1,0,1,"Rob a local pharmacy to get it."
51,1,5,72,76,97,"Reach out to friends and family for financial assistance."
51,2,1,97,98,90,"Have his car towed and take an uber."
51,2,2,45,37,29,"Have a friend meet him to drive him to the airport and handle the two for him afterward."
51,2,3,9,27,19,"Call his insurance company and see if they can move the car without his presence...and then hail a taxi to get to the airport."
51,2,4,3,5,3,"Just leave the car there and let the police tow it...and hitchhike to the airport."
51,2,5,2,5,6,"Call a family member to explain the situation and have them tell their insurance company they were driving...to have it towed...and then catch a ride from them to the airport."
51,3,1,91,97,91,"Call his manager to let him know and go home."
51,3,2,9,62,13,"Take the money from his wallet and make the register whole."
51,3,3,1,14,6,"Call others from the staff and have them drive to the bakery and chip in."
51,3,4,37,23,18,"Leave it short so the manager will find out and identify why it's short."
51,3,5,66,74,81,"Leave a note on the register for the morning manager and go home."
51,4,1,60,96,91,"Go to a local business and borrow their phone to call her friend."
51,4,2,81,97,78,"Ask the receptionist at the gym to let her friend know."
51,4,3,59,65,61,"Ask the receptionist for a day pass after explaining the situation."
51,4,4,32,67,85,"Drive home and call from the house to have someone at the gym let her friend know."
51,4,5,28,55,61,"Leave a note on her friends car explaining the situation."
51,5,1,68,100,73,"Call her mom to bring the assignment to school."
51,5,2,93,86,99,"Explain the situation to her teacher and ask that she bring it as soon as possible."
51,5,3,36,75,43,"Call another friend to get the assignment from her mom and bring it to her."
51,5,4,9,91,5,"Hire an uber driver to go pick it up and bring the assignment to school."
51,5,5,60,95,57,"See if her mom can scan it digitally and send it electronically."
51,6,1,91,95,86,"Go hunting for food and water and make a shelter."
51,6,2,4,63,57,"Call the local law enforcement and say that someone might die and have them send a helicopter."
51,6,3,2,96,42,"If he gets cell service, have someone use a drone to deliver supplies."
51,6,4,60,96,56,"Tell everyone to fast and find water...and sleep under soil for warmth."
51,6,5,8,75,16,"Have everyone huddle together and drink their own urine."
52,1,1,50,92,98,"ask a friend to borrow the money"
52,1,2,100,100,100,"ask the doctor if there is an alternative"
52,1,3,81,100,100,"ask if there is a discount at the pharmacy"
52,1,4,60,100,84,"contact the pharmaceutical company to see if they have a program to help people who can't affford the medicine"
52,1,5,85,100,100,"sell something to get the money"
52,2,1,0,3,0,"call a taxi to get to the airport, leaving his car there"
52,2,2,82,100,100,"call a tow truck and reschedule for a later flight"
52,2,3,91,100,100,"call a friend to come get his truck while he catches a taxi "
52,2,4,1,0,0,"call a friend to take him to the airport and deal with his car when he gets back"
52,2,5,0,100,4,"cancel his trip altogether"
52,3,1,0,19,0,"take money from his own pocket to put in the register"
52,3,2,82,100,100,"call his boss to let him know what happened"
52,3,3,0,0,0,"doctor the documents like it is balanced"
52,3,4,16,0,0,"just put it in the safe the way it is"
52,3,5,34,0,5,"blame the loss on someone else"
52,4,1,50,100,100,"ask if she can use the phone at the gym"
52,4,2,39,79,86,"ask if someone at the gym can let her friend know"
52,4,3,93,88,90,"ask to go in just to let her friend know"
52,4,4,6,0,0,"go back to work and then call her from there"
52,4,5,0,11,0,"go home"
52,5,1,93,100,100,"go to class and explain to the teacher what happened"
52,5,2,7,0,0,"skip class until she has the assignment"
52,5,3,21,95,82,"call her mom and ask her to bring it to her"
52,5,4,61,43,0,"go to class and don't say anything"
52,5,5,6,0,4,"ask a friend if she can copy her assignment"
52,6,1,88,100,100,"try to find a water source"
52,6,2,100,100,100,"ask his friends what they want to do"
52,6,3,76,100,100,"try to find something to eat"
52,6,4,100,100,100,"call for help"
52,6,5,13,100,100,"cry"
53,1,1,40,100,67,"Start a gofundme to get the medication."
53,1,2,14,100,11,"Steal the medication."
53,1,3,14,71,10,"Steal money for the medication."
53,1,4,59,100,82,"Argue with the insurance company until they agree to cover the medication."
53,1,5,1,1,1,"Kidnap the insurance company's CEO's child until they agree to cover his wife's medication."
53,2,1,80,100,90,"Call a tow truck and then a taxi."
53,2,2,1,5,5,"Abandon the car and call a taxi."
53,2,3,1,5,3,"Abandon the car and walk to the airport."
53,2,4,60,95,75,"Call a friend to take him to the airport and look after his car."
53,2,5,10,100,29,"Cancel the trip."
53,3,1,32,79,45,"Put his own money into the register to make up the difference."
53,3,2,15,53,41,"Get the whole staff to put in some money to make up the difference."
53,3,3,52,8,22,"Not do anything and let the staff work overtime."
53,3,4,71,100,86,"Recheck the receipts to see if a mistake was made."
53,3,5,14,10,24,"Not tell anyone and leave before seeing the manager."
53,4,1,61,100,75,"Renew her membership."
53,4,2,70,100,84,"Ask someone if she can borrow their phone to call her friend."
53,4,3,10,5,21,"Ditch her friend."
53,4,4,20,61,52,"Leave a note with the gym to give to her friend."
53,4,5,9,9,6,"Sneak into the gym to play racquetball."
53,5,1,91,100,100,"Talk to the professor about turning in the work tomorrow."
53,5,2,29,100,60,"Cal her mother to have her bring the assignment to her."
53,5,3,60,21,70,"Lie to the professor to get them to get her an extension."
53,5,4,10,50,30,"Skip the class and turn it in the next day."
53,5,5,50,5,50,"Quickly copy her friends assignment and turn that in."
53,6,1,90,100,94,"Collect wood and moss in order to build a fire."
53,6,2,66,100,100,"Find a water source"
53,6,3,85,100,88,"Ration remaining food."
53,6,4,55,100,100,"Try to find a food source, perhaps by fishing."
53,6,5,60,100,83,"Remain in one location."
54,1,1,50,100,71,"Contact the medication company to see if they have a plan to help. "
54,1,2,42,100,100,"Find out if there is a charity that can help them out. "
54,1,3,100,100,100,"Contact a government office to see if there is a program that can help them. "
54,1,4,75,91,91,"Take out a loan to help. "
54,1,5,100,100,100,"Cash in CD's or take money out of a retirement fund to help."
54,2,1,100,100,100,"Call a tow truck for the car and reschedule his flight."
54,2,2,40,71,52,"Call a friend to help him by staying with the car for a tow and catch an uber. "
54,2,3,8,48,0,"Call a friend to help him by staying with the car and ask another friend to drive him to the airport. "
54,2,4,70,100,94,"Find a tow truck company that is quick and can come get the car and call a cab."
54,2,5,100,100,100,"Stay home to deal with the car and cancel his trip."
54,3,1,2,18,0,"Put his own money into the register so he is not inconvenienced. "
54,3,2,100,100,100,"Investigate to see if he can figure out where the shortfall was and address it so the manager won't make them all work overtime."
54,3,3,34,0,48,"Say it is ""not his problem"" and just let the manager make the staff work overtime."
54,3,4,5,0,2,"Quit his job so he doesn't have to deal with it.  "
54,3,5,17,0,10,"Feign an illness so he can go home and not worry about the consequences. "
54,4,1,100,100,100,"Ask the receptionist at the gym to let her friend know the situation for her."
54,4,2,4,0,12,"Go home, leaving her friend wondering why she did not make it. "
54,4,3,0,30,0,"Plead with the front desk to allow her one extra day explaining her membership just expired. "
54,4,4,0,0,0,"Sneak in through the back and play the game with her friend. "
54,4,5,100,100,100,"Go ahead and pay to renew the membership so she can play. "
54,5,1,100,100,100,"Go to the office and call her Mom asking if she can bring her homework to school for her. "
54,5,2,100,100,94,"Explain the situation to the teacher and ask for an extension. "
54,5,3,39,0,54,"Fein an illness and go home so she can take it the next day. "
54,5,4,0,0,3,"Ask a friend if she can quickly copy their work so she can turn something in. "
54,5,5,45,31,60,"Do not turn in the homework, accept the failing grade, and make her Mom feel bad. "
54,6,1,71,100,100,"Lead the group in rationing their supplies so that they will have enough to survive."
54,6,2,60,100,71,"Offer to hike on by himself with a little of the supplies so he can move faster and find help. "
54,6,3,39,0,57,"Gripe about the trip and how horrible an idea it was, making the situation worse for his friends. "
54,6,4,20,5,5,"Make jokes about how they can eat each other if the situation got really bad. "
54,6,5,91,91,96,"Pray for help to arrive soon. "
55,1,1,1,50,15,"Heinz could rob a bank to pay for the medication"
55,1,2,1,50,25,"Heinz could rob a pharmacy for the drug directly"
55,1,3,14,2,50,"Heinz could threaten the pharmaceutical company"
55,1,4,4,0,7,"Heinz could take what money he does have and gamble with it in hopes of winning enough money"
55,1,5,0,0,0,"Heinz could euthanize his wife"
55,2,1,0,0,0,"Josh could carjack another driver"
55,2,2,0,50,30,"Josh could give up and miss his flight"
55,2,3,83,85,87,"Josh could hail an Uber"
55,2,4,55,85,35,"Josh could flag down a taxi"
55,2,5,15,81,14,"Josh could take the bus"
55,3,1,46,33,35,"Brad could do nothing"
55,3,2,50,23,23,"Brad could put his own money in the register to cover the difference"
55,3,3,76,91,86,"Brad could tell his manager what he knows"
55,3,4,76,81,91,"Brian could ask the other workers if any of their registers are over to account for the difference"
55,3,5,8,1,1,"Brian could steal the money from another register and put it in his"
55,4,1,50,67,67,"She could ask the gym for a guest pass"
55,4,2,50,63,75,"She could renew her membership on the spot"
55,4,3,33,66,63,"She could ask a gym employee to tell her friend what happened"
55,4,4,18,20,23,"She could ignore the problem and go have lunch"
55,4,5,29,73,57,"She could go back and get her phone"
55,5,1,94,95,97,"Mary could tell the teacher what happened"
55,5,2,41,50,50,"Mary could ignore the issue and turn in nothing"
55,5,3,65,50,90,"Mary could turn in the homework the following class"
55,5,4,41,67,40,"Mary could call her mom and ask her to bring the homework"
55,5,5,29,38,42,"Mary could try to quickly recreate the homework assignment"
55,6,1,78,94,90,"Brad could tell his friends the situation"
55,6,2,35,16,15,"Brad could keep the problem to himself"
55,6,3,1,0,0,"Brad could murder his friends and use them for food"
55,6,4,1,0,0,"Brad could give up and choose to die in the wilderness"
55,6,5,70,82,84,"Brad could ask his friends for help"
56,1,1,91,92,92,"Check prices in Canada, usually cheaper."
56,1,2,100,100,100,"Write to medicine company, they usually have lower prices for those who don't have insurance."
56,1,3,100,100,100,"Write to insurance company to reconsider this med because she has to have it."
56,1,4,80,100,89,"Look for charity organizations that will pay for the med."
56,1,5,50,100,17,"Refinance their house."
56,2,1,100,100,100,"Call a tow truck (or AAA) and have them tow it to a shop."
56,2,2,51,12,64,"Call Lyft for a ride to airport leaving car on highway and pay for getting it out of police dept when he gets back."
56,2,3,100,100,100,"Call a ""very good friend"" to come get him and get the car towed somewhere for him."
56,2,4,100,100,100,"Call airlines to try to change ticket for next flight."
56,2,5,51,16,91,"Cancel the whole trip and then sit there and sulk about it until a cop shows up and helps him get it towed."
56,3,1,100,100,90,"Wait till morning and talk it over with day manager or their boss. Sometimes a boss will sneakily take money out of the register to see how you'll handle it, so talk to him first."
56,3,2,50,84,50,"Throw in the money himself."
56,3,3,100,100,100,"Talk to other employees and see if anybody knows anything about it."
56,3,4,100,100,100,"Go thru all the receipts and maybe try to figure out if there's a legit short somewhere."
56,3,5,82,30,100,"If all else fails, work OT with the rest of the staff keeping an eye out for one of the employees who might be guilty."
56,4,1,100,100,100,"No phone but has her wallet, then pay for her membership then and there."
56,4,2,51,71,85,"Ask management to let her in because she's a member and is good for it, then pay it the next day."
56,4,3,100,100,100,"Wait for her friend and take her out to lunch."
56,4,4,91,91,91,"Wait for her friend and figure out something alternate to do."
56,4,5,51,51,21,"Wait for her friend and watch her friend who has a membership whack the ball against the wall."
56,5,1,100,70,100,"Call Mom and tell her to bring it."
56,5,2,100,100,100,"Tell the teacher what happened and take a lower grade for it being late."
56,5,3,100,82,100,"Try to redo the assignment before or at beginning of class."
56,5,4,100,100,100,"Ask herself why she didn't notice this earlier while eating lunch!"
56,5,5,100,16,100,"Skip class and tell teacher she was sick."
56,6,1,100,100,96,"Look for shelter or make shelter from limbs/leaves or whatever he finds."
56,6,2,100,100,100,"Look for a spot to build a huge fire to signal rescue, then sit close enough to keep warm."
56,6,3,100,100,100,"Snuggle up all together to keep warm, in a place where they can be seen from above."
56,6,4,100,100,100,"Keep walking to a place where they can be seen from above."
56,6,5,100,100,100,"If it's cold in Canada there's probably snow, so melt snow to drink from their fire."
57,1,1,94,87,99,"expensive money in medication"
